created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,extended_tweet,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,retweeted_status
Tue Jan 28 14:11:36 +0000 2020,1222160296887844865,1222160296887844865,"As China institutes one of the largest quarantines in modern history, locking down more than 50 million in Wuhan an… https://t.co/QAS2HiRVzI","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""As China institutes one of the largest quarantines in modern history, locking down more than 50 million in Wuhan and other cities, questions are swirling about local governments' sluggish initial response to an outbreak that has killed more than 100. https://t.co/pIuS5JxxP1"", 'display_text_range': [0, 274], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/pIuS5JxxP1', 'expanded_url': 'http://apne.ws/v0W5Aqy', 'display_url': 'apne.ws/v0W5Aqy', 'indices': [251, 274]}], 'user_mentions': [], 'symbols': []}}",14,21,137,183,"{'hashtags': [], 'urls': [{'url': 'https://t.co/QAS2HiRVzI', 'expanded_url': 'https://twitter.com/i/web/status/1222160296887844865', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Tue Jan 28 11:31:06 +0000 2020,1222119905509675010,1222119905509675010,"Many of the thousand or so U.S. nationals in virus-hit Wuhan are staying behind because of non-American loved ones,… https://t.co/pfLR3GBxqj","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""Many of the thousand or so U.S. nationals in virus-hit Wuhan are staying behind because of non-American loved ones, who aren't allowed on an evacuation plane. Doug Perez says “there is no way on Earth” he would leave behind his Chinese girlfriend. https://t.co/1DhPOIUAM3"", 'display_text_range': [0, 271], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/1DhPOIUAM3', 'expanded_url': 'http://apne.ws/24GxrPE', 'display_url': 'apne.ws/24GxrPE', 'indices': [248, 271]}], 'user_mentions': [], 'symbols': []}}",27,31,117,249,"{'hashtags': [], 'urls': [{'url': 'https://t.co/pfLR3GBxqj', 'expanded_url': 'https://twitter.com/i/web/status/1222119905509675010', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Sun Jan 26 11:17:24 +0000 2020,1221391685051133952,1221391685051133952,Japanese Prime Minister Shinzo Abe says he is making arrangements to fly Japanese people home from the Chinese city… https://t.co/DYPxtsgRcA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Japanese Prime Minister Shinzo Abe says he is making arrangements to fly Japanese people home from the Chinese city of Wuhan, the epicenter of an outbreak of a new viral illness. https://t.co/0FDwDlKsMV', 'display_text_range': [0, 202], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/0FDwDlKsMV', 'expanded_url': 'http://apne.ws/bMq4TiA', 'display_url': 'apne.ws/bMq4TiA', 'indices': [179, 202]}], 'user_mentions': [], 'symbols': []}}",11,28,114,207,"{'hashtags': [], 'urls': [{'url': 'https://t.co/DYPxtsgRcA', 'expanded_url': 'https://twitter.com/i/web/status/1221391685051133952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Wed Jan 29 03:56:44 +0000 2020,1222367948276477954,1222367948276477954,Four evacuees on a Japanese flight from the Chinese city of Wuhan have cough and fever and were taken to a hospital… https://t.co/Drefw4STnV,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Four evacuees on a Japanese flight from the Chinese city of Wuhan have cough and fever and were taken to a hospital, officials say. https://t.co/4J8adcDlF2', 'display_text_range': [0, 155], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/4J8adcDlF2', 'expanded_url': 'http://apne.ws/lFBq2x2', 'display_url': 'apne.ws/lFBq2x2', 'indices': [132, 155]}], 'user_mentions': [], 'symbols': []}}",8,11,109,130,"{'hashtags': [], 'urls': [{'url': 'https://t.co/Drefw4STnV', 'expanded_url': 'https://twitter.com/i/web/status/1222367948276477954', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Sun Feb 09 10:40:50 +0000 2020,1226455911650205696,1226455911650205696,"A few days after the Chinese city Wuhan was put under quarantine, the mayor estimated that 5 million people had alr… https://t.co/dcbW1fVj6f","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'A few days after the Chinese city Wuhan was put under quarantine, the mayor estimated that 5 million people had already left. Where did they go? @ekintz https://t.co/88GiUUA47m', 'display_text_range': [0, 176], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/88GiUUA47m', 'expanded_url': 'http://apne.ws/wKWF9pX', 'display_url': 'apne.ws/wKWF9pX', 'indices': [153, 176]}], 'user_mentions': [{'screen_name': 'EKintz', 'name': 'eggenberg kintz', 'id': 767385655194320896, 'id_str': '767385655194320896', 'indices': [145, 152]}], 'symbols': []}}",4,22,105,149,"{'hashtags': [], 'urls': [{'url': 'https://t.co/dcbW1fVj6f', 'expanded_url': 'https://twitter.com/i/web/status/1226455911650205696', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Sat Feb 08 10:15:07 +0000 2020,1226087051055026177,1226087051055026177,"The U.S. Embassy in Beijing says a 60-year-old American citizen diagnosed with the new virus died in Wuhan, apparen… https://t.co/inPQmnHBQA","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'The U.S. Embassy in Beijing says a 60-year-old American citizen diagnosed with the new virus died in Wuhan, apparently the first American fatality of the outbreak. https://t.co/iJpRLmKRwm', 'display_text_range': [0, 187], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/iJpRLmKRwm', 'expanded_url': 'http://apne.ws/B4dac4e', 'display_url': 'apne.ws/B4dac4e', 'indices': [164, 187]}], 'user_mentions': [], 'symbols': []}}",4,12,86,98,"{'hashtags': [], 'urls': [{'url': 'https://t.co/inPQmnHBQA', 'expanded_url': 'https://twitter.com/i/web/status/1226087051055026177', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Thu Jan 23 15:01:09 +0000 2020,1220360829952045057,1220360829952045057,"After a new virus forced authorities in Wuhan to shut down the city, many are finding pharmacies are sold out of su… https://t.co/5Xg3TYaLS2","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'After a new virus forced authorities in Wuhan to shut down the city, many are finding pharmacies are sold out of surgical masks and rubbing alcohol, and supplies of vitamin C tablets are dwindling. Some said grocers were charging exorbitant prices. https://t.co/jk0O8gOWF3', 'display_text_range': [0, 272], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/jk0O8gOWF3', 'expanded_url': 'http://apne.ws/LeG9CHp', 'display_url': 'apne.ws/LeG9CHp', 'indices': [249, 272]}], 'user_mentions': [], 'symbols': []}}",14,11,77,79,"{'hashtags': [], 'urls': [{'url': 'https://t.co/5Xg3TYaLS2', 'expanded_url': 'https://twitter.com/i/web/status/1220360829952045057', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Sun Feb 09 15:27:06 +0000 2020,1226527953275801600,1226527953275801600,Map location data from the Chinese tech giant Baidu shows travel out of the Chinese city Wuhan during Lunar New Yea… https://t.co/WTkfWfQf8U,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': 'Map location data from the Chinese tech giant Baidu shows travel out of the Chinese city Wuhan during Lunar New Year tracks with the early spread of the virus. @ekintz https://t.co/gpFGLv815z', 'display_text_range': [0, 191], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/gpFGLv815z', 'expanded_url': 'http://apne.ws/xq1T7Ei', 'display_url': 'apne.ws/xq1T7Ei', 'indices': [168, 191]}], 'user_mentions': [{'screen_name': 'EKintz', 'name': 'eggenberg kintz', 'id': 767385655194320896, 'id_str': '767385655194320896', 'indices': [160, 167]}], 'symbols': []}}",5,9,72,83,"{'hashtags': [], 'urls': [{'url': 'https://t.co/WTkfWfQf8U', 'expanded_url': 'https://twitter.com/i/web/status/1226527953275801600', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
Tue Feb 18 09:59:49 +0000 2020,1229707082548568066,1229707082548568066,"--A hospital director in Wuhan, Liu Zhiming, who helped lead the fight against China's new virus has become one of… https://t.co/49Yw4dF3M2","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15393580, 'friends_count': 6843, 'listed_count': 101973, 'favourites_count': 3675, 'statuses_count': 305428, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,False,"{'full_text': ""--A hospital director in Wuhan, Liu Zhiming, who helped lead the fight against China's new virus has become one of its victims.  \n--Japan health authorities say 88 more cases of virus found on quarantined cruise ship in Yokohama, bringing total to 542. \nhttps://t.co/HY3pjZg4bY"", 'display_text_range': [0, 277], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/HY3pjZg4bY', 'expanded_url': 'http://apne.ws/yUI2PuW', 'display_url': 'apne.ws/yUI2PuW', 'indices': [254, 277]}], 'user_mentions': [], 'symbols': []}}",2,11,67,84,"{'hashtags': [], 'urls': [{'url': 'https://t.co/49Yw4dF3M2', 'expanded_url': 'https://twitter.com/i/web/status/1229707082548568066', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],
